source,target,type,subtype,direction,source_text,source_pages,year,assoc_code
13,3767,同僚,被Y欣賞/器重,P,,,,17
13,7111,唱和,為Y作墓誌銘,A,宋人傳記資料索引(電子版),16026,0,44
13,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
13,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
13,7111,交往,同學、同門,M,宋人傳記資料索引(電子版),16026,,117
13,1384,唱和,為Y作祭文,A,,,1110,145
13,1488,唱和,為Y作祭文,A,,,1110,145
13,1488,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),2420,0,145
13,3767,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),23552,0,145
13,3767,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),23552,0,428
13,3767,唱和,致書Y,A,全宋文,126.26,,429
13,7111,唱和,致書Y,A,全宋文,126.41,,429
13,7111,唱和,被致書由Y,P,全宋文,106.128,,430
13,669,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),10729,0,444
217,8043,同僚,被Y推薦,P,宋人傳記資料索引(電子版),12940,0,14
217,3767,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),12940,,33
217,3767,唱和,墓誌銘由Y所作,P,宋人傳記資料索引(電子版),12940,0,43
217,3624,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12940,0,45
217,3767,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12940,0,45
217,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12940,0,45
217,1762,政敵,反對/不支持Y的政策,A,宋人傳記資料索引(電子版),12940,,136
217,8043,唱和,為Y作祭文,A,,,1068,145
217,8043,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),9075,0,145
217,3767,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12940,0,146
217,8116,唱和,祭文由Y所作,P,,,1068,146
217,8116,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12940,0,146
217,8043,唱和,致書Y,A,,,,429
217,8043,唱和,致書Y,A,全宋文,37.341,,429
217,1762,唱和,被致書由Y,P,全宋文,64.155,,430
217,3767,唱和,被致書由Y,P,全宋文,87.366,,430
217,7111,唱和,被致書由Y,P,全宋文,104.287,,430
217,8043,唱和,被致書由Y,P,全宋文,18.366-367,,430
217,8116,唱和,被致書由Y,P,全宋文,61.318,,430
217,1384,唱和,收到Y的答書,P,全宋文,33.367-368,,432
217,1488,交往,被Y奏論,P,宋人傳記資料索引(電子版),12940,0,554
630,8116,同僚,推薦,A,宋人傳記資料索引(電子版),23557,,13
630,1384,同僚,得到Y的支持,P,宋人傳記資料索引(電子版),20692,,26
630,8043,唱和,為Y所著書作序,A,,,1068,32
630,8043,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),9075,0,32
630,1384,唱和,為Y作墓誌銘,A,,,1068,44
630,1384,唱和,為Y作墓誌銘,A,宋人傳記資料索引(電子版),20692,,44
630,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,3767,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,3888,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,7111,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,10084,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,28143,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),22685,0,45
630,8078,唱和,傳記作者為Y,P,宋人傳記資料索引(電子版),22685,0,132
630,1384,唱和,為Y作祭文,A,,,1068,145
630,1384,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),20692,,145
630,8043,唱和,為Y作祭文,A,,,1068,145
630,8043,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),9075,0,145
630,3767,唱和,祭文由Y所作,P,,,1068,146
630,3767,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),22685,0,146
630,8043,同僚,同僚,M,宋人傳記資料索引(電子版),22685,,197
630,10598,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),22685,0,427
630,1384,唱和,致書Y,A,全宋文,40.15,,429
630,1488,唱和,致書Y,A,全宋文,40.17,,429
630,8043,唱和,致書Y,A,全宋文,39.300,,429
630,1384,唱和,被致書由Y,P,全宋文,33.185-204,,430
630,3767,唱和,被致書由Y,P,全宋文,87.297,,430
630,8043,唱和,被致書由Y,P,全宋文,18.340-357,,430
630,1384,唱和,收到Y的啓,P,全宋文,33.164,,434
630,1384,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),22685,0,444
630,3595,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),22685,0,444
630,3767,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),22685,0,444
630,1488,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),22685,0,561
669,3257,同僚,推薦,A,宋人傳記資料索引(電子版),3237,0,13
669,3640,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),22750,0,33
669,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
669,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
669,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
669,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
669,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
669,3640,唱和,祭文由Y所作,P,,,1177,146
669,3640,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),22750,0,146
669,3640,唱和,為Y作臨別贈言(送別詩、序),A,宋人傳記資料索引(電子版),14736,0,162
669,7055,唱和,為Y作畫贊(畫像記),A,,,,428
669,7055,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),6664,0,428
669,3075,唱和,被致書由Y,P,全宋文,279.157,,430
669,3075,唱和,答Y書,A,全宋文,216.58,,431
669,3257,唱和,答Y書,A,全宋文,216.55-56,,431
669,3257,唱和,收到Y的答書,P,全宋文,244.278,,432
669,13,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),10729,0,443
669,10749,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),22750,0,444
1384,3767,同僚,黨羽為Y,P,宋人傳記資料索引(電子版),,1068,7
1384,1488,同僚,推薦,A,,,1068,13
1384,1488,同僚,推薦,A,宋人傳記資料索引(電子版),2420,0,13
1384,1762,同僚,推薦,A,宋人傳記資料索引(電子版),,,13
1384,3767,同僚,推薦,A,宋人傳記資料索引(電子版),23552,0,13
1384,7364,同僚,推薦,A,宋人傳記資料索引(電子版),15520,0,13
1384,8043,同僚,被Y推薦,P,,,1068,14
1384,8043,同僚,被Y推薦,P,宋人傳記資料索引(電子版),20692,0,14
1384,1762,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,18589,,23
1384,7364,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,18589,,23
1384,630,同僚,支持,A,宋人傳記資料索引(電子版),20692,,27
1384,3767,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),20692,,33
1384,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),20692,0,33
1384,7197,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),20692,0,33
1384,630,唱和,墓誌銘由Y所作,P,,,1068,43
1384,630,唱和,墓誌銘由Y所作,P,宋人傳記資料索引(電子版),20692,,43
1384,669,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,3075,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,3624,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,3767,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,7111,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,8078,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,10084,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,10740,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,10815,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,27957,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,28143,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20692,0,45
1384,1762,政敵,不合,M,宋人傳記資料索引(電子版),20692,,61
1384,3257,唱和,傳記作者為Y,P,宋人傳記資料索引(電子版),20692,0,132
1384,8043,唱和,為Y作祭文,A,,,1068,145
1384,8043,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),9075,0,145
1384,13,唱和,祭文由Y所作,P,,,1068,146
1384,630,唱和,祭文由Y所作,P,,,1068,146
1384,630,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),20692,,146
1384,1762,唱和,祭文由Y所作,P,,,1068,146
1384,1762,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),20692,,146
1384,3767,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),20692,,146
1384,7364,唱和,祭文由Y所作,P,,,1068,146
1384,7364,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),20692,0,146
1384,7364,唱和,為Y作臨別贈言(送別詩、序),A,,,1068,162
1384,7364,唱和,為Y作臨別贈言(送別詩、序),A,宋人傳記資料索引(電子版),15520,0,162
1384,8043,唱和,為Y作神道碑,A,,,1045,406
1384,8043,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),9075,0,406
1384,10598,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),20692,0,427
1384,1488,唱和,致書Y,A,全宋文,34.18,,429
1384,1762,唱和,致書Y,A,全宋文,33.225,,429
1384,7364,唱和,致書Y,A,全宋文,34.21,,429
1384,8043,唱和,致書Y,A,全宋文,33.65,,429
1384,8116,唱和,致書Y,A,全宋文,33.220,,429
1384,1762,唱和,被致書由Y,P,全宋文,64.127-129,,430
1384,3767,唱和,被致書由Y,P,全宋文,87.341,,430
1384,7111,唱和,被致書由Y,P,全宋文,104.295,,430
1384,7364,唱和,被致書由Y,P,全宋文,57.225,,430
1384,217,唱和,答Y書,A,全宋文,33.367-368,,431
1384,7364,唱和,答Y書,A,全宋文,33.338-339,,431
1384,8043,唱和,答Y書,A,全宋文,33.52,,431
1384,630,唱和,致Y啓,A,全宋文,33.164,,433
1384,1762,唱和,致Y啓,A,全宋文,33.166,,433
1384,630,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),22685,0,443
1384,7197,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),20692,0,444
1384,7343,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),20692,0,444
1384,7364,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),20692,0,444
1384,10566,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),20692,0,444
1384,10566,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),20692,0,561
1488,7026,同僚,推薦,A,,,1086,13
1488,7026,同僚,推薦,A,宋人傳記資料索引(電子版),9121,0,13
1488,1384,同僚,被Y推薦,P,,,1086,14
1488,1384,同僚,被Y推薦,P,宋人傳記資料索引(電子版),2420,0,14
1488,1649,同僚,得到Y的支持,P,宋人傳記資料索引(電子版),20853,,26
1488,3257,唱和,書序由Y所作,P,,,1086,33
1488,3257,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),2420,0,33
1488,3624,唱和,書序由Y所作,P,,,1086,33
1488,3624,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),2420,0,33
1488,7026,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),2420,0,33
1488,27853,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),2420,0,33
1488,3767,唱和,墓誌銘由Y所作,P,,,1086,43
1488,669,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,2022,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,3624,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,3640,唱和,書跋由Y所作,P,,,1086,45
1488,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,4001,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,7164,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,8078,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,10084,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,10740,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,28143,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),2420,0,45
1488,1762,政敵,不合,M,宋人傳記資料索引(電子版),2420,,61
1488,8043,唱和,為Y作祭文,A,,,1086,145
1488,8043,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),9075,0,145
1488,13,唱和,祭文由Y所作,P,,,1086,146
1488,13,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),2420,0,146
1488,3767,唱和,祭文由Y所作,P,,,1086,146
1488,3767,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),2420,0,146
1488,7026,唱和,祭文由Y所作,P,,,1086,146
1488,7026,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),2420,0,146
1488,7111,唱和,祭文由Y所作,P,,,1086,146
1488,7111,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),2420,0,146
1488,7026,唱和,祝詞由Y所作,P,宋人傳記資料索引(電子版),2420,0,148
1488,7026,交往,合撰(編)著作,M,,,1086,251
1488,3767,唱和,神道碑由Y所作,P,宋人傳記資料索引(電子版),2420,,405
1488,3767,唱和,行狀由Y所作,P,宋人傳記資料索引(電子版),2420,,425
1488,10598,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),2420,0,427
1488,1762,唱和,致書Y,A,全宋文,56.18,,429
1488,7026,唱和,致書Y,A,全宋文,56.82,,429
1488,630,唱和,被致書由Y,P,全宋文,40.17,,430
1488,1384,唱和,被致書由Y,P,全宋文,34.18,,430
1488,3767,唱和,被致書由Y,P,全宋文,87.360-362,,430
1488,7026,唱和,答Y書,A,全宋文,56.79,,431
1488,1762,唱和,收到Y的答書,P,全宋文,64.112,,432
1488,7026,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),2420,0,444
1488,7343,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),2420,0,444
1488,27957,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),2420,0,444
1488,28306,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),2420,0,458
1488,3767,同僚,下屬為Y,A,人名權威資料（中央研究院歷史語言研究所）,18284,,482
1488,217,交往,上奏論Y,A,宋人傳記資料索引(電子版),12940,0,553
1488,630,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),22685,0,560
1488,10749,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),2420,0,561
1649,7343,政敵,被Y彈劾,P,宋人傳記資料索引(電子版),20853,,12
1649,1488,同僚,支持,A,宋人傳記資料索引(電子版),20853,,27
1762,7364,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18477,,9
1762,1384,同僚,被Y推薦,P,宋人傳記資料索引(電子版),,,14
1762,7111,同僚,欣賞/器重,A,,,,18
1762,1384,師生,為Y之學生,A,人名權威資料（中央研究院歷史語言研究所）,18589,,22
1762,4001,唱和,書序由Y所作,P,,,1080,33
1762,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),1536,0,33
1762,10084,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),1536,0,33
1762,669,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,4001,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,7111,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,10389,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,10565,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,10566,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,27727,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,27957,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),1536,0,45
1762,24412,唱和,稱道Y的詩作,A,,,1080,71
1762,217,政敵,其政策被Y反對/不支持,P,宋人傳記資料索引(電子版),12940,,137
1762,3767,政敵,其政策被Y反對/不支持,P,宋人傳記資料索引(電子版),23552,,137
1762,1384,唱和,為Y作祭文,A,,,1080,145
1762,1384,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),20692,,145
1762,8043,唱和,為Y作祭文,A,,,1080,145
1762,8043,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),9075,0,145
1762,217,唱和,致書Y,A,全宋文,64.155,,429
1762,7364,唱和,致書Y,A,全宋文,57.281,,429
1762,1488,唱和,被致書由Y,P,全宋文,56.18,,430
1762,3767,唱和,被致書由Y,P,全宋文,87.363-364,,430
1762,7364,唱和,被致書由Y,P,全宋文,57.248,,430
1762,1488,唱和,答Y書,A,全宋文,64.112,,431
1762,3767,唱和,答Y書,A,全宋文,64.117,,431
1762,7364,唱和,答Y書,A,全宋文,64.120,,431
1762,1384,唱和,收到Y的啓,P,全宋文,33.166,,434
1762,3624,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),1536,0,444
1762,7343,唱和,著作被Y評論,P,宋人傳記資料索引(電子版),1536,0,530
1762,27727,唱和,著作被Y評論,P,宋人傳記資料索引(電子版),1536,0,530
1762,3632,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),1536,0,561
1762,10801,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),1536,0,561
2022,3888,唱和,為Y所著書作序,A,,,1130,32
2022,3888,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),18066,,32
2022,8078,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),4926,0,32
2022,8078,唱和,為Y所著書作序,A,,,,32
2022,3075,唱和,書序由Y所作,P,,,1130,33
2022,3075,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),17096,0,33
2022,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),17096,0,45
2022,11134,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),17096,0,45
2022,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
2022,3888,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),18066,0,46
2022,8078,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),4926,0,46
2022,3888,唱和,為Y作祭文,A,,,1130,145
2022,3888,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),18066,0,145
2022,8078,唱和,祭文由Y所作,P,,,1130,146
2022,8078,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),17096,0,146
2022,3888,唱和,為Y作哀辭,A,,,1130,167
2022,3888,唱和,為Y作哀辭,A,宋人傳記資料索引(電子版),18066,0,167
2022,3257,交往,其學為Y所宗,P,宋人傳記資料索引(電子版),17096,,209
2022,7164,交往,其學為Y所宗,P,宋人傳記資料索引(電子版),17096,,209
2022,3888,唱和,致書Y,A,全宋文,124.180,,429
2022,8008,唱和,致書Y,A,全宋文,124.227,,429
2022,8078,唱和,致書Y,A,全宋文,124.228-229,,429
2022,7164,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),17096,0,444
2022,10749,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),17096,0,561
3075,3257,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18370,,9
3075,2022,唱和,為Y所著書作序,A,,,1194,32
3075,2022,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),17096,0,32
3075,10749,唱和,書序由Y所作,P,,,1194,33
3075,10749,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),13585,,33
3075,10749,唱和,墓誌銘由Y所作,P,,,1194,43
3075,10749,唱和,墓誌銘由Y所作,P,宋人傳記資料索引(電子版),13585,,43
3075,10749,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),13585,0,45
3075,27727,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),13585,0,45
3075,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
3075,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
3075,7055,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),6664,0,145
3075,10749,唱和,祭文由Y所作,P,,,1194,146
3075,10749,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),13585,0,146
3075,27957,唱和,諡議由Y所作,P,宋人傳記資料索引(電子版),13585,0,187
3075,3257,政敵,批評,A,宋人傳記資料索引(電子版),,,269
3075,3257,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),3237,0,428
3075,669,唱和,致書Y,A,全宋文,279.157,,429
3075,3257,唱和,致書Y,A,,,,429
3075,3257,唱和,致書Y,A,全宋文,279.202,,429
3075,3624,唱和,致書Y,A,全宋文,279.172,,429
3075,7055,唱和,致書Y,A,全宋文,279.170,,429
3075,7197,唱和,致書Y,A,全宋文,279.208,,429
3075,10585,唱和,致書Y,A,全宋文,279.218-219,,429
3075,3257,唱和,被致書由Y,P,全宋文,250.273,,430
3075,7055,唱和,被致書由Y,P,全宋文,261.149-173,,430
3075,7197,唱和,被致書由Y,P,全宋文,229.247,,430
3075,669,唱和,收到Y的答書,P,全宋文,216.58,,432
3075,3257,唱和,收到Y的答書,P,宋人傳記資料索引(電子版),,,432
3075,3257,唱和,收到Y的答書,P,全宋文,244.366-367,,432
3075,10585,唱和,收到Y的答書,P,全宋文,267.351-353,,432
3075,27727,唱和,著作被Y評論,P,宋人傳記資料索引(電子版),13585,0,530
3257,3632,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18370,,9
3257,7055,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18370,,9
3257,7164,好友,友,M,,,1179,9
3257,10566,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18370,,9
3257,669,同僚,被Y推薦,P,宋人傳記資料索引(電子版),3237,0,14
3257,10565,同僚,欣賞/器重,A,,,1179,18
3257,11134,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,18370,,23
3257,11134,師生,學生為Y,P,宋人傳記資料索引(電子版),15806,,23
3257,3624,同僚,得到Y的支持,P,宋人傳記資料索引(電子版),20590,,26
3257,1488,唱和,為Y所著書作序,A,,,1179,32
3257,1488,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),2420,0,32
3257,7055,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),6664,0,32
3257,7164,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),12490,0,32
3257,7364,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),15520,,32
3257,8078,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),4926,0,32
3257,8078,唱和,為Y所著書作序,A,,,,32
3257,4001,唱和,書序由Y所作,P,,,1179,33
3257,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),3237,0,33
3257,7164,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),3237,0,33
3257,10389,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),3237,0,33
3257,27727,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),3237,0,33
3257,11134,交往,其志業由Y傳承,P,,,1179,40
3257,11134,唱和,墓誌銘由Y所作,P,宋人傳記資料索引(電子版),3237,0,43
3257,7164,唱和,為Y作墓誌銘,A,,,1179,44
3257,3075,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,3624,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,4001,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,7055,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10084,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10258,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10289,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10389,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10749,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,11134,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,27727,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,27853,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,28143,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,28306,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,28617,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),3237,0,45
3257,630,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),22685,0,46
3257,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
3257,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
3257,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
3257,2022,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),17096,0,46
3257,3632,唱和,為Y所著書作跋,A,,,1179,46
3257,3632,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14772,0,46
