source,target,type,subtype,direction,source_text,source_pages,year,assoc_code
10706,7197,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),8125,0,46
10706,7364,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15520,0,46
10706,8078,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),4926,0,46
10706,11134,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15806,0,46
10706,3257,交往,傳Y之學,A,,,,126
10706,8078,唱和,為Y之書、畫作跋,A,,,,149
10706,27957,唱和,行狀由Y所作,P,宋人傳記資料索引(電子版),778,0,425
10726,28022,同僚,被Y推薦,P,蒙元統治下士人的頓挫與轉折－以婺州為中心,253,1348,14
10726,10740,師生,為Y之學生,A,,,1373,22
10726,28143,師生,為Y之學生,A,人名權威資料（中央研究院歷史語言研究所）,11413,,22
10726,10097,唱和,為Y所著書作序,A,元人傳記資料索引,2654,,32
10726,28460,唱和,為Y所著書作序,A,,,1373,32
10726,28460,唱和,為Y所著書作序,A,元人傳記資料索引,6190,,32
10726,10097,唱和,墓誌銘由Y所作,P,元人傳記資料索引,773,,43
10726,10740,師生,從遊者為Y,P,,,,50
10726,10097,唱和,為Y作傳,A,明人傳記資料索引,1929,0,133
10726,10097,唱和,為Y作傳,A,元人傳記資料索引,2654,,133
10726,10740,唱和,為Y作祭文,A,元人傳記資料索引,9650,1373,145
10726,17690,唱和,為Y之書、畫作跋,A,元人傳記資料索引,11347,,149
10726,28460,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,6190,1373,162
10726,10097,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,773,1373,163
10726,10097,唱和,為Y作畫贊(畫像記),A,元人傳記資料索引,2654,,428
10726,10801,唱和,為Y作畫贊(畫像記),A,元人傳記資料索引,10550,,428
10726,10792,唱和,為Y之建築物題詠、記、命名,A,元人傳記資料索引,13949,,443
10726,28022,唱和,為Y之建築物題詠、記、命名,A,元人傳記資料索引,1755,,443
10726,28460,唱和,為Y之建築物題詠、記、命名,A,元人傳記資料索引,6190,,443
10726,10097,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,773,,444
10726,10097,唱和,為Y之詩文作跋,A,元人傳記資料索引,2654,,469
10726,28460,同僚,稱道Y之政績,A,元人傳記資料索引,6190,,540
10726,10740,唱和,為Y作祠記,A,元人傳記資料索引,9650,,560
10740,10097,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,9801,,23
10740,10726,師生,學生為Y,P,,,1345,23
10740,10801,唱和,為Y所著書作序,A,元人傳記資料索引,10550,,32
10740,27957,唱和,為Y所著書作序,A,,,1345,32
10740,27957,唱和,為Y所著書作序,A,元人傳記資料索引,2454,,32
10740,10097,唱和,書序由Y所作,P,元人傳記資料索引,9650,,33
10740,12087,唱和,墓誌銘由Y所作,P,元人傳記資料索引,9650,1345,43
10740,27954,唱和,為Y作墓誌銘,A,,,1345,44
10740,28022,唱和,為Y作墓誌銘,A,元人傳記資料索引,1755,,44
10740,28143,唱和,為Y作墓誌銘,A,,,1345,44
10740,28426,唱和,為Y作墓誌銘,A,元人傳記資料索引,5049,,44
10740,10792,唱和,書跋由Y所作,P,,,1345,45
10740,27957,唱和,書跋由Y所作,P,,,1345,45
10740,27965,唱和,書跋由Y所作,P,,,1345,45
10740,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
10740,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
10740,3632,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14772,0,46
10740,7055,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),6664,0,46
10740,7164,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12490,0,46
10740,7364,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15520,0,46
10740,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
10740,28426,唱和,相唱和,M,元人傳記資料索引,5049,,114
10740,10726,唱和,祭文由Y所作,P,元人傳記資料索引,9650,1345,146
10740,17690,唱和,為Y之書、畫作跋,A,元人傳記資料索引,11347,,149
10740,27727,唱和,為Y之書、畫作跋,A,元人傳記資料索引,311,,149
10740,10792,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,13949,,162
10740,12087,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,10217,1345,162
10740,10097,交往,傳經於Y,A,宋濂全集,750,,218
10740,28022,唱和,神道碑額篆由Y所作,P,,,1345,241
10740,28426,唱和,向Y致賀,A,元人傳記資料索引,5049,,390
10740,28022,唱和,神道碑由Y所作,P,元人傳記資料索引,9650,,405
10740,27954,唱和,為Y作神道碑,A,元人傳記資料索引,9063,,406
10740,28143,唱和,為Y作墓表,A,元人傳記資料索引,4847,,410
10740,10097,唱和,行狀由Y所作,P,,,1345,425
10740,10097,唱和,行狀由Y所作,P,元人傳記資料索引,9650,,425
10740,27853,唱和,為Y作畫贊(畫像記),A,元人傳記資料索引,9374,,428
10740,27957,唱和,收到Y的贈詩、文,P,元人傳記資料索引,9650,,438
10740,28426,唱和,收到Y的贈詩、文,P,元人傳記資料索引,9650,,438
10740,10792,唱和,為Y之詩文作跋,A,元人傳記資料索引,13949,,469
10740,17690,唱和,為Y之詩文作跋,A,元人傳記資料索引,11347,,469
10740,10792,唱和,詩文跋由Y所作,P,元人傳記資料索引,9650,,470
10740,27957,唱和,詩文跋由Y所作,P,元人傳記資料索引,9650,,470
10740,27965,唱和,詩文跋由Y所作,P,元人傳記資料索引,9650,,470
10740,10792,同僚,稱道Y之政績,A,元人傳記資料索引,13949,,540
10740,3632,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),14772,0,560
10740,10097,唱和,祠記由Y所作,P,元人傳記資料索引,9650,,561
10740,10726,唱和,祠記由Y所作,P,元人傳記資料索引,9650,,561
10749,10585,同僚,推薦,A,宋人傳記資料索引(電子版),17800,,13
10749,3595,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,18567,,23
10749,3075,唱和,為Y所著書作序,A,,,1209,32
10749,3075,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),13585,,32
10749,3075,唱和,為Y作墓誌銘,A,,,1209,44
10749,3075,唱和,為Y作墓誌銘,A,宋人傳記資料索引(電子版),13585,,44
10749,3888,唱和,為Y作墓誌銘,A,宋人傳記資料索引(電子版),18066,0,44
10749,10585,唱和,為Y作墓誌銘,A,宋人傳記資料索引(電子版),14583,,44
10749,3075,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),13585,0,46
10749,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
10749,3595,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),21658,0,46
10749,10585,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14583,0,46
10749,3075,唱和,為Y作祭文,A,,,1209,145
10749,3075,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),13585,0,145
10749,7055,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),6664,0,145
10749,10585,唱和,為Y作祭文,A,,,1209,145
10749,10585,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),14583,0,145
10749,4001,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),17800,0,146
10749,4001,唱和,哀辭由Y所作,P,,,1209,166
10749,8078,唱和,為Y作諡議,A,,,1209,188
10749,8078,唱和,為Y作諡議,A,宋人傳記資料索引(電子版),4926,0,188
10749,11800,唱和,挽詩、詞由Y所作,P,宋人傳記資料索引(電子版),17800,0,423
10749,4001,唱和,被致書由Y,P,全宋文,309.308,,430
10749,7055,唱和,被致書由Y,P,全宋文,261.227,,430
10749,7197,唱和,被致書由Y,P,全宋文,229.212,,430
10749,3257,唱和,收到Y的答書,P,全宋文,248.171-173,,432
10749,669,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),22750,0,443
10749,3257,同僚,為Y乞某事,A,宋人傳記資料索引(電子版),3237,0,551
10749,1488,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),2420,0,560
10749,2022,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),17096,0,560
10749,3257,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),3237,0,560
10749,3888,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),18066,0,560
10749,10598,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),1347,0,560
10792,27998,唱和,為Y所著書作序,A,,,1352,32
10792,27998,唱和,為Y所著書作序,A,元人傳記資料索引,2650,,32
10792,28143,唱和,為Y所著書作序,A,,,1352,32
10792,28143,唱和,為Y所著書作序,A,元人傳記資料索引,4847,,32
10792,10815,唱和,書序由Y所作,P,元人傳記資料索引,13949,,33
10792,28614,唱和,書序由Y所作,P,元人傳記資料索引,13949,,33
10792,10389,唱和,為Y作墓誌銘,A,元人傳記資料索引,6133,,44
10792,27998,唱和,為Y作墓誌銘,A,元人傳記資料索引,2650,1352,44
10792,10740,唱和,為Y所著書作跋,A,,,1352,46
10792,28426,唱和,為Y所著書作跋,A,,,1352,46
10792,10740,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,10801,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,27998,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,28426,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,28460,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,28543,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,28614,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,13949,,163
10792,28543,唱和,齋、堂銘由Y所作,P,元人傳記資料索引,13949,,297
10792,28614,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,13949,,427
10792,27998,唱和,收到Y的贈詩、文,P,元人傳記資料索引,13949,,438
10792,10726,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,13949,,444
10792,10801,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,13949,,444
10792,27957,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,13949,,444
10792,27998,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,13949,,444
10792,28426,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,13949,,444
10792,28614,唱和,建築物得到Y的題詠、記、命名,P,元人傳記資料索引,13949,,444
10792,28426,唱和,為Y之詩文作跋,A,元人傳記資料索引,5049,,469
10792,27998,唱和,詩文跋由Y所作,P,元人傳記資料索引,13949,,470
10792,28543,唱和,詩文跋由Y所作,P,元人傳記資料索引,13949,,470
10792,28614,唱和,詩文跋由Y所作,P,元人傳記資料索引,13949,,470
10792,28614,唱和,為Y所作詩文作序,A,元人傳記資料索引,13949,,479
10792,10740,同僚,政績為Y所稱道,P,元人傳記資料索引,13949,,539
10792,27957,同僚,政績為Y所稱道,P,元人傳記資料索引,13949,,539
10801,10815,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18583,,9
10801,17690,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18564,,9
10801,4001,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),23176,0,32
10801,10084,唱和,為Y所著書作序,A,,,1341,32
10801,10740,唱和,書序由Y所作,P,元人傳記資料索引,10550,,33
10801,10815,唱和,書序由Y所作,P,元人傳記資料索引,10550,,33
10801,33848,唱和,書序由Y所作,P,元人傳記資料索引,10550,,33
10801,10815,唱和,墓誌銘由Y所作,P,,,1341,43
10801,10084,唱和,為Y作墓誌銘,A,,,1341,44
10801,10389,唱和,為Y作墓誌銘,A,元人傳記資料索引,6133,,44
10801,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
10801,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
10801,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
10801,3632,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14772,0,46
10801,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
10801,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
10801,7364,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15520,0,46
10801,10258,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9994,0,46
10801,11134,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15806,0,46
10801,17690,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),19370,0,46
10801,28426,唱和,為Y所著書作跋,A,,,1341,46
10801,10084,師生,從Y遊,A,,,1341,49
10801,10084,唱和,為Y作祭文,A,元人傳記資料索引,2323,0,145
10801,10389,唱和,為Y作祭文,A,元人傳記資料索引,6133,,145
10801,10084,唱和,為Y作祝詞,A,,,1341,147
10801,10084,唱和,為Y之書、畫作跋,A,元人傳記資料索引,2323,,149
10801,17690,唱和,為Y之書、畫作跋,A,元人傳記資料索引,11347,,149
10801,10792,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,13949,,162
10801,10815,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,12306,1341,162
10801,28022,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,1755,,162
10801,10389,唱和,佛寺記由Y所作,P,元人傳記資料索引,10550,,240
10801,10815,唱和,向Y致賀,A,元人傳記資料索引,12306,1341,390
10801,28426,唱和,從Y處收到賀詞 (occasion),P,元人傳記資料索引,10550,,391
10801,28614,唱和,從Y處收到賀詞 (occasion),P,元人傳記資料索引,10550,,391
10801,10815,唱和,神道碑由Y所作,P,元人傳記資料索引,10550,,405
10801,10084,唱和,為Y作行狀,A,元人傳記資料索引,2323,,426
10801,10097,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,10550,,427
10801,10726,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,10550,,427
10801,27965,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,10550,,427
10801,10084,唱和,為Y作畫贊(畫像記),A,元人傳記資料索引,2323,,428
10801,10258,唱和,為Y作畫贊(畫像記),A,,,,428
10801,17690,唱和,為Y作畫贊(畫像記),A,元人傳記資料索引,11347,,428
10801,10084,唱和,致書Y,A,元人傳記資料索引,2323,,429
10801,28015,唱和,被致書由Y,P,元人傳記資料索引,10550,,430
10801,10084,唱和,答Y書,A,元人傳記資料索引,2323,,431
10801,10815,唱和,答Y書,A,元人傳記資料索引,12306,,431
10801,10084,唱和,致Y啓,A,元人傳記資料索引,2323,,433
10801,28614,唱和,贈詩、文,A,元人傳記資料索引,8363,,437
10801,28426,唱和,收到Y的贈詩、文,P,元人傳記資料索引,10550,,438
10801,10258,唱和,為Y之建築物題詠、記、命名,A,,,,443
10801,10792,唱和,為Y之建築物題詠、記、命名,A,元人傳記資料索引,13949,,443
10801,3257,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),3237,0,459
10801,4001,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),23176,0,459
10801,7164,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),12490,0,459
10801,10258,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),9994,0,459
10801,17690,唱和,為Y之詩文作跋,A,元人傳記資料索引,11347,,469
10801,27853,唱和,為Y之詩文作跋,A,元人傳記資料索引,9374,,469
10801,28426,唱和,為Y之詩文作跋,A,元人傳記資料索引,5049,,469
10801,10084,唱和,詩文跋由Y所作,P,元人傳記資料索引,10550,,470
10801,28614,唱和,詩文跋由Y所作,P,元人傳記資料索引,10550,,470
10801,1762,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),1536,0,560
10801,3257,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),3237,0,560
10801,7364,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),15520,0,560
10815,27954,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18583,,9
10815,12087,同僚,辟,A,宋濂全集,680,,24
10815,10792,唱和,為Y所著書作序,A,元人傳記資料索引,13949,,32
10815,10801,唱和,為Y所著書作序,A,元人傳記資料索引,10550,,32
10815,27853,唱和,為Y所著書作序,A,元人傳記資料索引,9374,,32
10815,27998,唱和,為Y所著書作序,A,,,1342,32
10815,27998,唱和,為Y所著書作序,A,元人傳記資料索引,2650,,32
10815,27954,唱和,書序由Y所作,P,,,1342,33
10815,27954,唱和,書序由Y所作,P,元人傳記資料索引,12306,,33
10815,10097,唱和,墓誌銘由Y所作,P,元人傳記資料索引,12306,,43
10815,28022,唱和,墓誌銘由Y所作,P,,,1342,43
10815,10801,唱和,為Y作墓誌銘,A,,,1342,44
10815,27954,唱和,為Y作墓誌銘,A,元人傳記資料索引,9063,1342,44
10815,10097,唱和,書跋由Y所作,P,,,1342,45
10815,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
10815,27954,唱和,為Y作祭文,A,元人傳記資料索引,9063,,145
10815,10097,唱和,為Y作世系碑記,A,元人傳記資料索引,2654,,151
10815,27853,唱和,為Y作臨別贈言(送別詩、序),A,,,1342,162
10815,10801,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,12306,1342,163
10815,10801,唱和,從Y處收到賀詞 (occasion),P,元人傳記資料索引,12306,1342,391
10815,28426,唱和,從Y處收到賀詞 (occasion),P,元人傳記資料索引,12306,,391
10815,10801,唱和,為Y作神道碑,A,元人傳記資料索引,10550,,406
10815,17690,唱和,為Y作神道碑,A,元人傳記資料索引,11347,0,406
10815,28022,唱和,行狀由Y所作,P,元人傳記資料索引,12306,,425
10815,28015,唱和,答Y書,A,元人傳記資料索引,12068,,431
10815,10801,唱和,收到Y的答書,P,元人傳記資料索引,12306,,432
10815,28543,唱和,贈詩、文,A,元人傳記資料索引,8047,,437
10815,12087,唱和,評論Y之著作,A,宋濂全集,680,,529
11134,3257,師生,為Y之學生,A,人名權威資料（中央研究院歷史語言研究所）,18370,,22
11134,3257,師生,為Y之學生,A,宋人傳記資料索引(電子版),15806,,22
11134,3257,交往,以Y之志業自任,A,,,1211,41
11134,3257,唱和,為Y作墓誌銘,A,宋人傳記資料索引(電子版),3237,0,44
11134,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),15806,0,45
11134,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),15806,0,45
11134,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),15806,0,45
11134,2022,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),17096,0,46
11134,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
11134,3257,唱和,為Y作祭文,A,,,1211,145
11134,3257,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),3237,0,145
11134,3257,唱和,為Y作祝詞,A,宋人傳記資料索引(電子版),3237,0,147
11134,10258,唱和,祝詞由Y所作,P,宋人傳記資料索引(電子版),15806,0,148
11134,3257,唱和,為Y作行狀,A,宋人傳記資料索引(電子版),3237,0,426
11134,10258,唱和,致書Y,A,全宋文,288.180,,429
11134,3257,唱和,收到Y的答書,P,全宋文,247.283-69,,432
11134,27853,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),15806,0,458
11134,3257,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),3237,0,459
11134,3257,交往,代Y作文,A,宋人傳記資料索引(電子版),3237,0,489
11134,3257,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),3237,0,560
11800,10258,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9994,0,46
11800,10258,唱和,為Y之書、畫作跋,A,,,,149
11800,10289,唱和,為Y作挽詩、詞,A,,,,424
11800,10289,唱和,為Y作挽詩、詞,A,宋人傳記資料索引(電子版),10216,0,424
11800,10749,唱和,為Y作挽詩、詞,A,宋人傳記資料索引(電子版),17800,0,424
11800,10258,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),9994,0,428
11800,10258,唱和,為Y作畫贊(畫像記),A,,,,428
11800,7164,唱和,收到Y的答書,P,全宋文,255.148,,432
11800,10258,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),9994,0,443
11800,3257,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),3237,0,560
12087,10815,同僚,為Y所辟,P,宋濂全集,680,,25
12087,28410,唱和,為Y所著書作序,A,元人傳記資料索引,632,,32
12087,28460,唱和,為Y所著書作序,A,,,1355,32
12087,28460,唱和,為Y所著書作序,A,元人傳記資料索引,6190,,32
12087,34532,唱和,書序由Y所作,P,楓山章先生文集:九卷,7.254,,33
12087,10097,唱和,墓誌銘由Y所作,P,宋濂全集,679,1370,43
12087,10097,唱和,墓誌銘由Y所作,P,元人傳記資料索引,10217,1355,43
12087,10097,唱和,墓誌銘由Y所作,P,明人傳記資料索引,7428,0,43
12087,10740,唱和,為Y作墓誌銘,A,元人傳記資料索引,9650,1355,44
12087,66032,唱和,傳記作者為Y,P,元人傳記資料索引,10217,,132
12087,27954,唱和,為Y作祭文,A,元人傳記資料索引,9063,,145
12087,17690,唱和,為Y之書、畫作跋,A,元人傳記資料索引,11347,,149
12087,27965,唱和,書、畫由Y作跋,P,元人傳記資料索引,10217,,150
12087,10258,唱和,為Y作世系碑記,A,,,,151
12087,28460,唱和,為Y作臨別贈言(送別詩、序),A,元人傳記資料索引,6190,1355,162
12087,10740,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,10217,1355,163
12087,28426,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,10217,,163
12087,28410,唱和,哀辭由Y所作,P,元人傳記資料索引,10217,,166
12087,10097,唱和,墓誌銘序由Y所作,P,宋濂全集,679,1370,413
12087,28410,唱和,收到Y的贈詩、文,P,元人傳記資料索引,10217,,438
12087,10815,唱和,著作被Y評論,P,宋濂全集,680,,530
12253,31874,同僚,同僚,M,,,482,197
12367,3632,唱和,為Y所著書作序,A,,,550,32
13060,3605,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1189,,438
13060,13624,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1137,,438
13060,19244,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,912,,438
13060,93608,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1383,,438
13575,94227,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18538,,9
13575,3332,同僚,被Y推薦,P,,,830,14
13575,3332,師生,為Y之學生,A,韓昌黎文集校注,,797,22
13575,32227,唱和,贈詩、文,A,唐五代人交往詩索引,278,,437
13575,32248,唱和,贈詩、文,A,唐五代人交往詩索引,277,,437
13575,33606,唱和,贈詩、文,A,唐五代人交往詩索引,282,,437
13575,92047,唱和,贈詩、文,A,唐五代人交往詩索引,276,,437
13575,93952,唱和,贈詩、文,A,唐五代人交往詩索引,278,,437
13575,94227,唱和,贈詩、文,A,唐五代人交往詩索引,277,,437
13575,32227,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,527,,438
13575,33566,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1334,,438
13575,33606,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1288,,438
13575,93952,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,331,,438
13575,94160,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,983,,438
13624,3332,唱和,墓誌銘由Y所作,P,,,818,43
13624,3605,唱和,收到Y的啓,P,,,,434
13624,3332,唱和,贈詩、文,A,唐五代人交往詩索引,1139,,437
13624,13060,唱和,贈詩、文,A,唐五代人交往詩索引,1137,,437
13624,24654,唱和,贈詩、文,A,唐五代人交往詩索引,1133,,437
13624,92328,唱和,贈詩、文,A,唐五代人交往詩索引,1133,,437
13624,146237,唱和,贈詩、文,A,唐五代人交往詩索引,1138,,437
13624,32248,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,172,,438
15887,16428,師生,弟子為Y,P,,,0,37
16428,15887,師生,為Y之弟子,A,,,0,36
16622,17851,同僚,部將為Y,P,,,0,65
17029,92743,唱和,贈詩、文,A,唐五代人交往詩索引,18,,437
17029,94160,唱和,贈詩、文,A,唐五代人交往詩索引,23,,437
17029,94227,唱和,贈詩、文,A,唐五代人交往詩索引,20,,437
17029,146237,唱和,贈詩、文,A,唐五代人交往詩索引,23,,437
17029,93832,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1480,,438
17029,94183,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1413,,438
17364,17389,好友,友,M,,,0,9
17690,28306,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18564,,9
17690,28617,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18564,,9
17690,35141,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18564,,9
17690,28143,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,18564,,23
17690,28306,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),19370,0,33
17690,28306,唱和,書序由Y所作,P,元人傳記資料索引,11347,,33
17690,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),19370,0,45
17690,28306,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),19370,0,45
17690,28306,唱和,相唱和,M,元人傳記資料索引,13595,,114
17690,10389,唱和,祭文由Y所作,P,元人傳記資料索引,11347,,146
17690,10084,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,10097,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,10389,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,10726,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,10740,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,10801,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,12087,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,27727,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,27957,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,27965,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,28143,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,28306,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,28410,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,28603,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,30192,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,34493,唱和,書、畫由Y作跋,P,元人傳記資料索引,11347,,150
17690,27727,唱和,臨別得到Y所作贈言(送別詩、序),P,元人傳記資料索引,11347,,163
17690,10815,唱和,神道碑由Y所作,P,元人傳記資料索引,11347,0,405
17690,10097,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,11347,,427
17690,10389,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,11347,,427
17690,10801,唱和,畫贊(畫像記)由Y所作,P,元人傳記資料索引,11347,,427
17690,27853,唱和,為Y作畫贊(畫像記),A,元人傳記資料索引,9374,,428
17690,28306,唱和,贈詩、文,A,元人傳記資料索引,13595,,437
17690,27965,唱和,收到Y的贈詩、文,P,元人傳記資料索引,11347,,438
17690,27998,唱和,收到Y的贈詩、文,P,元人傳記資料索引,11347,,438
17690,28306,唱和,收到Y的贈詩、文,P,元人傳記資料索引,11347,,438
17690,28306,唱和,為Y之建築物題詠、記、命名,A,元人傳記資料索引,13595,,443
17690,10740,唱和,詩文跋由Y所作,P,元人傳記資料索引,11347,,470
